solution_id,source_id,transit_id,g_transit_time,g_transit_flux,g_transit_flux_error,g_transit_flux_over_error,g_transit_mag,bp_obs_time,bp_flux,bp_flux_error,bp_flux_over_error,bp_mag,rp_obs_time,rp_flux,rp_flux_error,rp_flux_over_error,rp_mag,variability_flag_g_reject,variability_flag_bp_reject,variability_flag_rp_reject,g_other_flags,bp_other_flags,rp_other_flags,rejected_by_photometry
375316653866487564,1286055427676135808,17621393164620539,1715.514288238893,2168.953363519079,14.103685977313972,153.78627,17.34674133209164,1715.5146027386138,1969.914401332765,35.193075540351174,55.974487,17.102423827850963,1715.5146910125518,8259.511130110734,46.81353194053794,176.43427,14.955509644287833,false,false,true,1,0,2048,false
375316653866487564,1286055427676135808,17625485444437213,1715.588313223574,2187.9992980235056,20.65494545422054,105.931015,17.33724892123913,1715.5886066486692,1911.6583096329468,55.808685615550125,34.253777,17.13501654341345,1715.5886947922359,1061.8807835109462,28.033417953727763,37.879105,17.182706097166744,false,false,true,5,0,2048,false
375316653866487564,1286055427676135808,19748170888418665,1753.9752855935471,2346.9630942968024,15.062492334710825,155.81506,17.261101215991854,1753.9756006811049,2088.854703812847,28.14768043097491,74.21055,17.03877163466772,1753.9756857771022,691.9574364770483,27.444063018838392,25.213375,17.647697048508633,false,false,false,1,0,0,false
375316653866487564,1286055427676135808,19762004245254644,1754.2254561129423,2179.1331837597295,8.242473191444684,264.37857,17.341657431636897,1754.2257711383256,1880.282887235054,28.261924320343436,66.5306,17.152984232102483,1754.2258566201003,639.9012096965604,27.937596901489922,22.904661,17.732613173207902,false,false,false,1,0,0,false
375316653866487564,1286055427676135808,19775837574440690,1754.475626207211,2257.1897442074182,14.85546867701396,151.94336,17.30344669621254,1754.4759411798584,1853.998000011743,28.481836968194543,65.09405,17.16826906250647,1754.4760269726507,655.6407315321563,27.80102675718039,23.583328,17.70623068569705,false,false,false,1,0,0,false
375316653866487564,1286055427676135808,19785578533230511,1754.6518156032603,2259.9931511646228,13.591958454989175,166.27428,17.30209905947018,1754.6521025916763,1904.933879267716,26.292170155382554,72.452515,17.138842451290046,1754.652187461062,673.9251682494315,21.123416840263335,31.904175,17.676366311821532,false,false,false,6406927,0,0,false
375316653866487564,1286055427676135808,19789670882911397,1754.72579599499,2285.4372105864018,13.433624912127415,170.12811,17.289943631771948,1754.7261109269737,1748.104822358845,29.116769389528258,60.03773,17.23212353863398,1754.72619696189,722.0790067086378,28.10514605374583,25.692057,17.601433704251377,false,false,false,1,0,0,false
375316653866487564,1286055427676135808,19799411828594123,1754.9019570894623,2381.00698173419,9.46717399005372,251.50134,17.245465194876658,1754.902272169986,2055.317588784969,26.661116077824538,77.090454,17.056344868758714,1754.902357253643,748.5230165396162,20.970236654786884,35.694542,17.562382603343192,false,false,false,1,0,0,false
375316653866487564,1286055427676135808,19803504172507889,1754.9759655319945,2332.8602097012526,7.124484193943587,327.4427,17.267645077909048,1754.9762804345537,1956.646338429625,30.856555231370706,63.41104,17.109761379486557,1754.9763666441381,580.1530986123549,28.25922075778455,20.529692,17.839038960744542,false,false,false,1,0,0,false
375316653866487564,1286055427676135808,19813245108753535,1755.1521265098047,2188.7670827690317,38.492744008759,56.86181,17.3368679953995,1755.1524415683289,1898.1483760549556,25.41371764074728,74.68991,17.142716821513293,1755.1525267970367,618.5849047185382,21.537215982031594,28.721674,17.769397206803383,false,false,false,4097,0,0,false
375316653866487564,1286055427676135808,19817337448866255,,,,,,1755.2264497843662,1840.279062288493,33.95357958331276,54.199856,17.176333003351814,1755.2265361086097,553.5920055174402,32.835119150968424,16.859753,17.88992097665468,true,false,false,8373247,0,0,true
375316653866487564,1286055427676135808,19827078381310921,1755.4022958673786,2159.3713311832053,11.80919425771325,182.85509,17.351548539106673,1755.4026109132851,1902.6271803316108,25.8053851411527,73.72985,17.140157974174958,1755.4026962202686,653.2599711197028,20.637554922767144,31.653942,17.710180382752036,false,false,false,1,0,0,false
375316653866487564,1286055427676135808,19831170720899393,1755.4763042768695,2188.454572123553,16.509671628363822,132.55591,17.33702302712944,1755.476619150314,1892.026674890778,34.572607190694924,54.726177,17.146224078185593,1755.4767055304221,771.2827577483832,28.696732318742747,26.877024,17.529861444427418,false,false,false,1,0,0,false
375316653866487564,1286055427676135808,19840911648232361,1755.6524651989007,2201.530067387717,7.339174262250522,299.96973,17.33055531402777,1755.6527802431815,1859.2571293347662,25.81101993788081,72.03346,17.165193577127415,1755.652865563647,749.264697324777,20.820356158665764,35.98712,17.561307324464632,false,false,false,1,0,0,false
375316653866487564,1286055427676135808,19845003989786958,1755.726466628563,2303.4142339329655,18.2051353387389,126.52552,17.281436751482563,1755.7267885346962,1988.5128648938546,34.413586806531924,57.782784,17.092221203184756,1755.726874909846,706.0916818465414,29.630002907194637,23.830294,17.625742762919835,false,false,false,524353,0,0,false
375316653866487564,1286055427676135808,19854744917120025,1755.9026346459914,2356.705059683915,16.22401362159537,145.2603,17.256603781519793,1755.9029496978662,2044.305640348626,26.238401192315436,77.912735,17.062177648596652,1755.9030349699779,703.2904914402095,20.804639935057423,33.8045,17.630058636787066,false,false,false,4097,0,0,false
375316653866487564,1286055427676135808,19858837260509680,1755.9766431590244,2294.880698087772,10.516931323841833,218.2082,17.285466584103204,1755.9769580446193,1972.8685470533403,33.37732691042147,59.108044,17.10079684325397,1755.9770443556122,2019.5622652782968,34.45207668304022,58.619465,16.484752382457813,false,false,true,1,0,2048,false
